submission_id,RT,adj_cond,age,botresponse,comments,condition,context,context_picture,education,enjoyment,experiment_id,fairprice,item,languages,picture,problems,question1,question2,response,sentence,sex,size_adj,size_target,startTime,text,trial_name,trial_number,understand
237,NA,incongruent,26,elizabeth,NA,predicative,You see a parade of animals.,images/birds_parade_small.png,some_college,2,6,0.5,birds,english,images/hummingbird.png,NA,That,is big.,bird,You say to your friend:,male,big,small,1565033918167,This one is also in the parade.,main1,1,confused
237,NA,incongruent,26,elizabeth,NA,predicative,You see the following items in a landscape.,images/landscape_big.png,some_college,2,6,0.5,trees,english,images/redwood.png,NA,That,is small.,tree,You say to your friend:,male,small,big,1565033918167,This one is also in the landscape.,main1,2,confused
237,NA,incongruent,26,elizabeth,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,some_college,2,6,0.5,primates,english,images/spider-monkey.png,NA,That,is big.,monkey,You say to your friend:,male,big,small,1565033918167,This one is also in the parade.,main1,3,confused
237,NA,incongruent,26,elizabeth,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,some_college,2,6,0.5,fish,english,images/swordfish.png,NA,That,is small.,marlin,You say to your friend:,male,small,big,1565033918167,This one is also in the parade.,main2,1,confused
237,NA,incongruent,26,elizabeth,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,2,6,0.5,flowers,english,images/daisy.png,NA,That,is big.,flower,You say to your friend:,male,big,small,1565033918167,This one is also in the collection.,main2,2,confused
237,NA,incongruent,26,elizabeth,NA,predicative,You see a parade of animals.,images/animal_parade_big.png,some_college,2,6,0.5,dogs,english,images/great-dane.png,NA,That,is small.,dog,You say to your friend:,male,small,big,1565033918167,This one is also in the parade.,main2,3,confused
236,NA,incongruent,35,linda,none,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,0.50,flowers,English,images/sunflower.png,no,That,is small.,flower,You say to your friend:,male,small,big,1565033819660,This one is also in the collection.,main1,1,yes
236,NA,incongruent,35,linda,none,predicative,You see a parade of animals.,images/animal_parade_big.png,graduated_college,1,6,0.50,dogs,English,images/great-dane.png,no,That,is small.,dog,You say to your friend:,male,small,big,1565033819660,This one is also in the parade.,main1,2,yes
236,NA,incongruent,35,linda,none,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,0.50,primates,English,images/spider-monkey.png,no,That,is big.,monkey,You say to your friend:,male,big,small,1565033819660,This one is also in the parade.,main1,3,yes
236,NA,incongruent,35,linda,none,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,0.50,birds,English,images/hummingbird.png,no,That,is big.,hummingbird,You say to your friend:,male,big,small,1565033819660,This one is also in the parade.,main2,1,yes
236,NA,incongruent,35,linda,none,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,0.50,trees,English,images/redwood.png,no,That,is small.,tree,You say to your friend:,male,small,big,1565033819660,This one is also in the landscape.,main2,2,yes
236,NA,incongruent,35,linda,none,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,0.50,fish,English,images/goldfish.png,no,That,is big.,fish,You say to your friend:,male,big,small,1565033819660,This one is also in the parade.,main2,3,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see the following items in a landscape.,images/landscape_big.png,graduated_high_school,2,6,0.60,trees,English,images/redwood.png,No,That's a big,NA,tree,You say to your friend:,male,big,big,1565033815545,This one is also in the landscape.,main1,1,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_high_school,2,6,0.60,dogs,English,images/chihuahua.png,No,That's a small,NA,dog,You say to your friend:,male,small,small,1565033815545,This one is also in the parade.,main1,2,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see a collection of plants.,images/plant_parade_small.png,graduated_high_school,2,6,0.60,flowers,English,images/daisy.png,No,That's a small,NA,twig,You say to your friend:,male,small,small,1565033815545,This one is also in the collection.,main1,3,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see a parade of animals.,images/fish_parade_small.png,graduated_high_school,2,6,0.60,fish,English,images/goldfish.png,No,That's a small,NA,fish,You say to your friend:,male,small,small,1565033815545,This one is also in the parade.,main2,1,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see a parade of animals.,images/primates_parade_big.png,graduated_high_school,2,6,0.60,primates,English,images/gorilla.png,No,That's a big,NA,ape,You say to your friend:,male,big,big,1565033815545,This one is also in the parade.,main2,2,yes
235,NA,congruent,27,susan,Nice and quick HIT!,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_high_school,2,6,0.60,birds,English,images/swan.png,No,That's a big,NA,bird,You say to your friend:,male,big,big,1565033815545,This one is also in the parade.,main2,3,yes
234,NA,congruent,25,jessica,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,.7,dogs,Cantonese,images/chihuahua.png,no problems,That's a small,NA,dog,You say to your friend:,male,small,small,1565033625243,This one is also in the parade.,main1,1,yes
234,NA,congruent,25,jessica,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,.7,primates,Cantonese,images/spider-monkey.png,no problems,That's a small,NA,monkey,You say to your friend:,male,small,small,1565033625243,This one is also in the parade.,main1,2,yes
234,NA,congruent,25,jessica,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,.7,birds,Cantonese,images/swan.png,no problems,That's a big,NA,swan,You say to your friend:,male,big,big,1565033625243,This one is also in the parade.,main1,3,yes
234,NA,congruent,25,jessica,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,.7,fish,Cantonese,images/swordfish.png,no problems,That's a big,NA,swordfish,You say to your friend:,male,big,big,1565033625243,This one is also in the parade.,main2,1,yes
234,NA,congruent,25,jessica,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,.7,flowers,Cantonese,images/sunflower.png,no problems,That's a big,NA,sunflower,You say to your friend:,male,big,big,1565033625243,This one is also in the collection.,main2,2,yes
234,NA,congruent,25,jessica,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,.7,trees,Cantonese,images/bonsai.png,no problems,That's a small,NA,sapling,You say to your friend:,male,small,small,1565033625243,This one is also in the landscape.,main2,3,yes
233,NA,congruent,24,susan,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_high_school,1,6,.50,birds,NA,images/swan.png,no,That,is big.,swan,You say to your friend:,male,big,big,1565033629352,This one is also in the parade.,main1,1,yes
233,NA,congruent,24,susan,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,graduated_high_school,1,6,.50,trees,NA,images/bonsai.png,no,That,is small.,tree,You say to your friend:,male,small,small,1565033629352,This one is also in the landscape.,main1,2,yes
233,NA,congruent,24,susan,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_high_school,1,6,.50,fish,NA,images/swordfish.png,no,That,is big.,swordfish,You say to your friend:,male,big,big,1565033629352,This one is also in the parade.,main1,3,yes
233,NA,congruent,24,susan,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_high_school,1,6,.50,primates,NA,images/spider-monkey.png,no,That,is small.,monkey,You say to your friend:,male,small,small,1565033629352,This one is also in the parade.,main2,1,yes
233,NA,congruent,24,susan,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_high_school,1,6,.50,flowers,NA,images/sunflower.png,no,That,is big.,flower,You say to your friend:,male,big,big,1565033629352,This one is also in the collection.,main2,2,yes
233,NA,congruent,24,susan,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_high_school,1,6,.50,dogs,NA,images/chihuahua.png,no,That,is small.,dog,You say to your friend:,male,small,small,1565033629352,This one is also in the parade.,main2,3,yes
232,NA,incongruent,34,jessica,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,higher_degree,2,6,.50,dogs,English,images/chihuahua.png,NA,That,is big.,snake,You say to your friend:,male,big,small,1565033654286,This one is also in the parade.,main1,1,yes
232,NA,incongruent,34,jessica,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,higher_degree,2,6,.50,flowers,English,images/sunflower.png,NA,That,is small.,rose,You say to your friend:,male,small,big,1565033654286,This one is also in the collection.,main1,2,yes
232,NA,incongruent,34,jessica,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,higher_degree,2,6,.50,fish,English,images/swordfish.png,NA,That,is small.,crab,You say to your friend:,male,small,big,1565033654286,This one is also in the parade.,main1,3,yes
232,NA,incongruent,34,jessica,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,higher_degree,2,6,.50,birds,English,images/swan.png,NA,That,is small.,pug,You say to your friend:,male,small,big,1565033654286,This one is also in the parade.,main2,1,yes
232,NA,incongruent,34,jessica,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,higher_degree,2,6,.50,trees,English,images/bonsai.png,NA,That,is big.,sunflower,You say to your friend:,male,big,small,1565033654286,This one is also in the landscape.,main2,2,yes
232,NA,incongruent,34,jessica,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,higher_degree,2,6,.50,primates,English,images/spider-monkey.png,NA,That,is big.,tiger,You say to your friend:,male,big,small,1565033654286,This one is also in the parade.,main2,3,yes
231,NA,congruent,33,Barbara,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,2,6,.50,trees,English,images/bonsai.png,No,That,is small.,Bush,You say to your friend:,female,small,small,1565033616622,This one is also in the landscape.,main1,1,yes
231,NA,congruent,33,Barbara,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,some_college,2,6,.50,birds,English,images/swan.png,No,That,is big.,swan,You say to your friend:,female,big,big,1565033616622,This one is also in the parade.,main1,2,yes
231,NA,congruent,33,Barbara,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,2,6,.50,primates,English,images/gorilla.png,No,That,is big.,gorilla,You say to your friend:,female,big,big,1565033616622,This one is also in the parade.,main1,3,yes
231,NA,congruent,33,Barbara,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,some_college,2,6,.50,dogs,English,images/chihuahua.png,No,That,is small.,dog,You say to your friend:,female,small,small,1565033616622,This one is also in the parade.,main2,1,yes
231,NA,congruent,33,Barbara,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,2,6,.50,flowers,English,images/daisy.png,No,That,is small.,flower,You say to your friend:,female,small,small,1565033616622,This one is also in the collection.,main2,2,yes
231,NA,congruent,33,Barbara,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,some_college,2,6,.50,fish,English,images/swordfish.png,No,That,is big.,swordfish,You say to your friend:,female,big,big,1565033616622,This one is also in the parade.,main2,3,yes
230,NA,incongruent,31,elizabeth,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,2,6,0.5,dogs,english,images/chihuahua.png,no,That,is big.,horse,You say to your friend:,male,big,small,1565033529390,This one is also in the parade.,main1,1,confused
230,NA,incongruent,31,elizabeth,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,2,6,0.5,flowers,english,images/sunflower.png,no,That,is small.,rose,You say to your friend:,male,small,big,1565033529390,This one is also in the collection.,main1,2,confused
230,NA,incongruent,31,elizabeth,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,graduated_college,2,6,0.5,trees,english,images/bonsai.png,no,That,is big.,sunflower,You say to your friend:,male,big,small,1565033529390,This one is also in the landscape.,main1,3,confused
230,NA,incongruent,31,elizabeth,NA,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,2,6,0.5,birds,english,images/hummingbird.png,no,That,is big.,hummingbird,You say to your friend:,male,big,small,1565033529390,This one is also in the parade.,main2,1,confused
230,NA,incongruent,31,elizabeth,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_college,2,6,0.5,fish,english,images/swordfish.png,no,That,is small.,shark,You say to your friend:,male,small,big,1565033529390,This one is also in the parade.,main2,2,confused
230,NA,incongruent,31,elizabeth,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,2,6,0.5,primates,english,images/gorilla.png,no,That,is small.,gorilla,You say to your friend:,male,small,big,1565033529390,This one is also in the parade.,main2,3,confused
229,NA,congruent,32,linda,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,1,6,1.00,primates,english,images/gorilla.png,no,That,is big.,gorilla,You say to your friend:,male,big,big,1565033541435,This one is also in the parade.,main1,1,yes
229,NA,congruent,32,linda,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,1.00,flowers,english,images/daisy.png,no,That,is small.,plant,You say to your friend:,male,small,small,1565033541435,This one is also in the collection.,main1,2,yes
229,NA,congruent,32,linda,NA,predicative,You see a parade of animals.,images/animal_parade_big.png,some_college,1,6,1.00,dogs,english,images/great-dane.png,no,That,is big.,horse,You say to your friend:,male,big,big,1565033541435,This one is also in the parade.,main1,3,yes
229,NA,congruent,32,linda,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,some_college,1,6,1.00,birds,english,images/swan.png,no,That,is big.,gorilla,You say to your friend:,male,big,big,1565033541435,This one is also in the parade.,main2,1,yes
229,NA,congruent,32,linda,NA,predicative,You see a parade of animals.,images/fish_parade_small.png,some_college,1,6,1.00,fish,english,images/goldfish.png,no,That,is small.,fish,You say to your friend:,male,small,small,1565033541435,This one is also in the parade.,main2,2,yes
229,NA,congruent,32,linda,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,1,6,1.00,trees,english,images/bonsai.png,no,That,is small.,tree,You say to your friend:,male,small,small,1565033541435,This one is also in the landscape.,main2,3,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,.50,flowers,English,images/sunflower.png,no,That's a small,NA,flower,You say to your friend:,female,small,big,1565033513711,This one is also in the collection.,main1,1,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,.50,fish,English,images/swordfish.png,no,That's a small,NA,sailfish,You say to your friend:,female,small,big,1565033513711,This one is also in the parade.,main1,2,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,.50,trees,English,images/bonsai.png,no,That's a big,NA,bush,You say to your friend:,female,big,small,1565033513711,This one is also in the landscape.,main1,3,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,.50,primates,English,images/gorilla.png,no,That's a small,NA,gorilla,You say to your friend:,female,small,big,1565033513711,This one is also in the parade.,main2,1,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,.50,dogs,English,images/chihuahua.png,no,That's a big,NA,dog,You say to your friend:,female,big,small,1565033513711,This one is also in the parade.,main2,2,yes
228,NA,incongruent,57,Margaret,none,prenominal,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,.50,birds,English,images/hummingbird.png,no,That's a big,NA,bird,You say to your friend:,female,big,small,1565033513711,This one is also in the parade.,main2,3,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,some_college,2,6,1.00,dogs,English,images/chihuahua.png,no,That's a big,NA,dog,You say to your friend:,male,big,small,1565033215081,This one is also in the parade.,main1,1,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,2,6,1.00,fish,English,images/swordfish.png,no,That's a small,NA,swordfish,You say to your friend:,male,small,big,1565033215081,This one is also in the parade.,main1,2,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,some_college,2,6,1.00,primates,English,images/spider-monkey.png,no,That's a big,NA,monkey,You say to your friend:,male,big,small,1565033215081,This one is also in the parade.,main1,3,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,some_college,2,6,1.00,flowers,English,images/sunflower.png,no,That's a small,NA,sunflower,You say to your friend:,male,small,big,1565033215081,This one is also in the collection.,main2,1,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,some_college,2,6,1.00,trees,English,images/bonsai.png,no,That's a big,NA,plant,You say to your friend:,male,big,small,1565033215081,This one is also in the landscape.,main2,2,yes
227,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,some_college,2,6,1.00,birds,English,images/swan.png,no,That's a small,NA,swan,You say to your friend:,male,small,big,1565033215081,This one is also in the parade.,main2,3,yes
226,NA,incongruent,38,linda,none,prenominal,You see a parade of animals.,images/animal_parade_small.png,NA,1,6,1.00,dogs,english,images/chihuahua.png,no,That's a big,NA,dog,You say to your friend:,male,big,small,1565033473302,This one is also in the parade.,main1,1,yes
226,NA,incongruent,38,linda,none,prenominal,You see a collection of plants.,images/plant_parade_big.png,NA,1,6,1.00,flowers,english,images/sunflower.png,no,That's a small,NA,flower,You say to your friend:,male,small,big,1565033473302,This one is also in the collection.,main1,2,yes
226,NA,incongruent,38,linda,none,prenominal,You see a parade of animals.,images/fish_parade_big.png,NA,1,6,1.00,fish,english,images/swordfish.png,no,That's a small,NA,marlin,You say to your friend:,male,small,big,1565033473302,This one is also in the parade.,main1,3,yes
226,NA,incongruent,38,linda,none,prenominal,You see the following items in a landscape.,images/landscape_big.png,NA,1,6,1.00,trees,english,images/redwood.png,no,That's a small,NA,tree,You say to your friend:,male,small,big,1565033473302,This one is also in the landscape.,main2,1,yes
226,NA,incongruent,38,linda,none,prenominal,You see a parade of animals.,images/birds_parade_small.png,NA,1,6,1.00,birds,english,images/hummingbird.png,no,That's a big,NA,hummingbird,You say to your friend:,male,big,small,1565033473302,This one is also in the parade.,main2,2,yes
226,NA,incongruent,38,linda,none,prenominal,You see a parade of animals.,images/primates_parade_small.png,NA,1,6,1.00,primates,english,images/spider-monkey.png,no,That's a big,NA,monkey,You say to your friend:,male,big,small,1565033473302,This one is also in the parade.,main2,3,yes
225,NA,congruent,25,linda,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,2,6,1.00,trees,English,images/bonsai.png,None :),That,is small.,tree,You say to your friend:,female,small,small,1565033311345,This one is also in the landscape.,main1,1,yes
225,NA,congruent,25,linda,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,some_college,2,6,1.00,birds,English,images/swan.png,None :),That,is big.,swan,You say to your friend:,female,big,big,1565033311345,This one is also in the parade.,main1,2,yes
225,NA,congruent,25,linda,NA,predicative,You see a parade of animals.,images/animal_parade_big.png,some_college,2,6,1.00,dogs,English,images/great-dane.png,None :),That,is big.,dog,You say to your friend:,female,big,big,1565033311345,This one is also in the parade.,main1,3,yes
225,NA,congruent,25,linda,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,2,6,1.00,flowers,English,images/daisy.png,None :),That,is small.,flower,You say to your friend:,female,small,small,1565033311345,This one is also in the collection.,main2,1,yes
225,NA,congruent,25,linda,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,some_college,2,6,1.00,fish,English,images/swordfish.png,None :),That,is big.,swordfish,You say to your friend:,female,big,big,1565033311345,This one is also in the parade.,main2,2,yes
225,NA,congruent,25,linda,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,some_college,2,6,1.00,primates,English,images/spider-monkey.png,None :),That,is small.,monkey,You say to your friend:,female,small,small,1565033311345,This one is also in the parade.,main2,3,yes
224,NA,congruent,43,Linda,none,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,2,6,.50,birds,English,images/hummingbird.png,none,That,is small.,hummingbird,You say to your friend:,female,small,small,1565033375855,This one is also in the parade.,main1,1,NA
224,NA,congruent,43,Linda,none,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,2,6,.50,flowers,English,images/sunflower.png,none,That,is big.,sunflower,You say to your friend:,female,big,big,1565033375855,This one is also in the collection.,main1,2,NA
224,NA,congruent,43,Linda,none,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,2,6,.50,fish,English,images/goldfish.png,none,That,is small.,goldfish,You say to your friend:,female,small,small,1565033375855,This one is also in the parade.,main1,3,NA
224,NA,congruent,43,Linda,none,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,2,6,.50,primates,English,images/gorilla.png,none,That,is big.,gorilla,You say to your friend:,female,big,big,1565033375855,This one is also in the parade.,main2,1,NA
224,NA,congruent,43,Linda,none,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,2,6,.50,trees,English,images/redwood.png,none,That,is big.,tree,You say to your friend:,female,big,big,1565033375855,This one is also in the landscape.,main2,2,NA
224,NA,congruent,43,Linda,none,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,2,6,.50,dogs,English,images/chihuahua.png,none,That,is small.,dog,You say to your friend:,female,small,small,1565033375855,This one is also in the parade.,main2,3,NA
223,NA,incongruent,25,linda,NA,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,0.5,trees,English,images/redwood.png,NA,That,is small.,tree,You say to your friend:,female,small,big,1565033562287,This one is also in the landscape.,main1,1,yes
223,NA,incongruent,25,linda,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,0.5,fish,English,images/swordfish.png,NA,That,is small.,swordfish,You say to your friend:,female,small,big,1565033562287,This one is also in the parade.,main1,2,yes
223,NA,incongruent,25,linda,NA,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,0.5,birds,English,images/hummingbird.png,NA,That,is big.,hummingbird,You say to your friend:,female,big,small,1565033562287,This one is also in the parade.,main1,3,yes
223,NA,incongruent,25,linda,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,0.5,dogs,English,images/chihuahua.png,NA,That,is big.,chihuahua,You say to your friend:,female,big,small,1565033562287,This one is also in the parade.,main2,1,yes
223,NA,incongruent,25,linda,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,0.5,primates,English,images/gorilla.png,NA,That,is small.,gorilla,You say to your friend:,female,small,big,1565033562287,This one is also in the parade.,main2,2,yes
223,NA,incongruent,25,linda,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,0.5,flowers,English,images/daisy.png,NA,That,is big.,flower,You say to your friend:,female,big,small,1565033562287,This one is also in the collection.,main2,3,yes
222,NA,congruent,32,Elizabeth,none,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,2,6,05,flowers,English,images/daisy.png,none,That,is small.,Plant,You say to your friend:,male,small,small,1565033402043,This one is also in the collection.,main1,1,NA
222,NA,congruent,32,Elizabeth,none,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_college,2,6,05,fish,English,images/swordfish.png,none,That,is big.,whale,You say to your friend:,male,big,big,1565033402043,This one is also in the parade.,main1,2,NA
222,NA,congruent,32,Elizabeth,none,predicative,You see the following items in a landscape.,images/landscape_small.png,graduated_college,2,6,05,trees,English,images/bonsai.png,none,That,is small.,tree,You say to your friend:,male,small,small,1565033402043,This one is also in the landscape.,main1,3,NA
222,NA,congruent,32,Elizabeth,none,predicative,You see a parade of animals.,images/animal_parade_big.png,graduated_college,2,6,05,dogs,English,images/great-dane.png,none,That,is big.,dog,You say to your friend:,male,big,big,1565033402043,This one is also in the parade.,main2,1,NA
222,NA,congruent,32,Elizabeth,none,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_college,2,6,05,birds,English,images/swan.png,none,That,is big.,duck,You say to your friend:,male,big,big,1565033402043,This one is also in the parade.,main2,2,NA
222,NA,congruent,32,Elizabeth,none,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_college,2,6,05,primates,English,images/spider-monkey.png,none,That,is small.,monkey,You say to your friend:,male,small,small,1565033402043,This one is also in the parade.,main2,3,NA
221,NA,congruent,28,jessica,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,0.6,trees,English,images/bonsai.png,No,That's a small,NA,bonsai tree,You say to your friend:,male,small,small,1565033400229,This one is also in the landscape.,main1,1,yes
221,NA,congruent,28,jessica,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,0.6,birds,English,images/swan.png,No,That's a big,NA,swan,You say to your friend:,male,big,big,1565033400229,This one is also in the parade.,main1,2,yes
221,NA,congruent,28,jessica,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,graduated_college,1,6,0.6,dogs,English,images/great-dane.png,No,That's a big,NA,grey dog,You say to your friend:,male,big,big,1565033400229,This one is also in the parade.,main1,3,yes
221,NA,congruent,28,jessica,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,0.6,primates,English,images/spider-monkey.png,No,That's a small,NA,straight tail monkey,You say to your friend:,male,small,small,1565033400229,This one is also in the parade.,main2,1,yes
221,NA,congruent,28,jessica,NA,prenominal,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,0.6,fish,English,images/goldfish.png,No,That's a small,NA,goldfish,You say to your friend:,male,small,small,1565033400229,This one is also in the parade.,main2,2,yes
221,NA,congruent,28,jessica,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,0.6,flowers,English,images/sunflower.png,No,That's a big,NA,sunflower,You say to your friend:,male,big,big,1565033400229,This one is also in the collection.,main2,3,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,1.00,birds,English,images/hummingbird.png,NA,That's a small,NA,hummingbird,You say to your friend:,female,small,small,1565033449862,This one is also in the parade.,main1,1,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,1.00,flowers,English,images/daisy.png,NA,That's a small,NA,flower,You say to your friend:,female,small,small,1565033449862,This one is also in the collection.,main1,2,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,1.00,primates,English,images/spider-monkey.png,NA,That's a small,NA,monkey,You say to your friend:,female,small,small,1565033449862,This one is also in the parade.,main1,3,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see a parade of animals.,images/animal_parade_big.png,graduated_college,1,6,1.00,dogs,English,images/great-dane.png,NA,That's a big,NA,dog,You say to your friend:,female,big,big,1565033449862,This one is also in the parade.,main2,1,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,1.00,fish,English,images/swordfish.png,NA,That's a big,NA,marlin,You say to your friend:,female,big,big,1565033449862,This one is also in the parade.,main2,2,yes
220,NA,congruent,28,patricia,Thanks,prenominal,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,1.00,trees,English,images/redwood.png,NA,That's a big,NA,tree,You say to your friend:,female,big,big,1565033449862,This one is also in the landscape.,main2,3,yes
219,NA,incongruent,29,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,1.0,trees,"English, Portuguese",images/redwood.png,No,That's a small,NA,tree,You say to your friend:,male,small,big,1565033306668,This one is also in the landscape.,main1,1,yes
219,NA,incongruent,29,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,1.0,birds,"English, Portuguese",images/hummingbird.png,No,That's a big,NA,hummingbird,You say to your friend:,male,big,small,1565033306668,This one is also in the parade.,main1,2,yes
219,NA,incongruent,29,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,1.0,flowers,"English, Portuguese",images/sunflower.png,No,That's a small,NA,sunflower,You say to your friend:,male,small,big,1565033306668,This one is also in the collection.,main1,3,yes
